id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
57880391	Panoramio upload bot	2014-05-12T10:30:40	taken	106.757400	10.816203		https://commons.wikimedia.org/?curid=57880391	File:Xa lộ hà nội,Ql 52-Trường Thọ, Thủ Đức, TPHCM, Việt Nam - panoramio.jpg	4153868	yes
105754936	Orizan	2018-12-13T11:44:27	taken	107.017686	20.911989		https://commons.wikimedia.org/?curid=105754936	File:Hanoi Social Club (31356938697).jpg	8118308	yes
145578830	Mxn	2024-02-18T12:44:58	taken	-121.883928	37.339256		https://commons.wikimedia.org/?curid=145578830	File:Thang Long Shopping Center sign, San Jose, California.jpg	97	yes
57497022	Panoramio upload bot	2013-10-26T08:25:45	taken	106.767447	10.837794		https://commons.wikimedia.org/?curid=57497022	File:Xa lộ Hà nội, Phước Long B, q9 hcm - panoramio.jpg	4153868	yes
163608599	OptimusPrimeBot	2024-11-24	taken	105.854312	21.029313		https://commons.wikimedia.org/?curid=163608599	File:Phường Lý Thái Tổ, Hoàn Kiếm District, Hà Nội, 11007, Vietnam (CAPELLA C13 SP GEO HH 20241124015154 20241124015234).tiff	9136843	no
163557981	OptimusPrimeBot	2024-11-24	taken	105.854312	21.029313		https://commons.wikimedia.org/?curid=163557981	File:Phường Lý Thái Tổ, Hoàn Kiếm District, Hà Nội, 11007, Vietnam (CAPELLA C13 SP GEO HH 20241124015154 20241124015234).png	9136843	no
112811349	Nguyễn Trần Minh Long	2007-03-12T17:54:00	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=112811349	File:Thap Rua.jpg	7669615	no
6341602	VortBot	2007-07-13T02:39:13	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=6341602	File:Hoan Kiem Lake.jpg	6729803	no
62524974	Gijs Bolmeijer	2014-06-21T14:51:28	taken	7.029135	53.135650		https://commons.wikimedia.org/?curid=62524974	File:Vietnamese postkaart van Hoan Kiem.jpg	6791410	yes
10732643	Flickr upload bot	2009-12-02T00:49:47	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=10732643	File:Hoan Kiem Lake, Hanoi, Vietnam.jpg	152505	no
62526560	Gijs Bolmeijer	2014-02-12T10:41:21	taken	7.028937	53.135531		https://commons.wikimedia.org/?curid=62526560	File:Hoan Kiem postcard with women in ao dai posing in the front.jpg	6791410	yes
5627409	Paris 16	2007-03-12T17:54:49	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=5627409	File:Tháp Rùa 4.jpg	269373	no
3189924	Nguyễn Thanh Quang	2007-03-12T17:54:49	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=3189924	File:Tháp Rùa 2.jpg	4539	no
3848535	Rungbachduong	2007-08-28T12:03:52	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=3848535	File:Thap rua.jpg	208886	no
2994954	Nguyễn Thanh Quang	2007-10-16T13:17:00	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=2994954	File:Tháp Rùa.jpg	4539	no
10732633	Flickr upload bot	2009-01-05T13:07:18	taken	105.852300	21.027860		https://commons.wikimedia.org/?curid=10732633	File:Tháp Rùa 8.jpg	152505	no
184763887	饮冰室客人	2025-07-06T18:07:38	taken	120.139344	30.239808		https://commons.wikimedia.org/?curid=184763887	File:West Lake, Hangzhou 2025.jpg	13632140	yes
151016666	HoweyYuan	2024-07-29T10:53:52	taken	120.145105	30.234024		https://commons.wikimedia.org/?curid=151016666	File:West Lake 20240729.jpg	12288372	yes
90519050	A	2019-11-02T15:36:03	taken	120.153525	30.244872		https://commons.wikimedia.org/?curid=90519050	File:West Lake Scenic Area 63081-Hangzhou (49155347322).jpg	5919808	yes
90519058	A	2019-11-02T15:57:09	taken	120.154535	30.247732		https://commons.wikimedia.org/?curid=90519058	File:West Lake Scenic Area 63103-Hangzhou (49155134181).jpg	5919808	yes
90519052	A	2019-11-02T12:22:29	taken	120.144013	30.233100		https://commons.wikimedia.org/?curid=90519052	File:West Lake Scenic Area 62860-Hangzhou (49155343047).jpg	5919808	yes
90519049	A	2019-11-02T12:51:45	taken	120.143813	30.232985		https://commons.wikimedia.org/?curid=90519049	File:West Lake Scenic Area 62891-Hangzhou (49155129301).jpg	5919808	yes
90519045	A	2019-11-02T14:40:56	taken	120.139773	30.242018		https://commons.wikimedia.org/?curid=90519045	File:West Lake Scenic Area 63009-Hangzhou (49154634148).jpg	5919808	yes
90519056	A	2019-11-02T15:14:17	taken	120.150590	30.244598		https://commons.wikimedia.org/?curid=90519056	File:West Lake Scenic Area 63047-Hangzhou (49155131966).jpg	5919808	yes
90519055	A	2019-11-02T14:52:59	taken	120.140998	30.241975		https://commons.wikimedia.org/?curid=90519055	File:West Lake Scenic Area 63030-Hangzhou (49154636253).jpg	5919808	yes
90519047	A	2019-11-02T14:57:43	taken	120.141932	30.241752		https://commons.wikimedia.org/?curid=90519047	File:West Lake Scenic Area 63035-Hangzhou (49155345897).jpg	5919808	yes
134444744	Syced	2023-07-12T15:41:25	taken	106.650758	10.749928		https://commons.wikimedia.org/?curid=134444744	File:Binh Tay market 19.jpg	27103	yes
134444731	Syced	2023-07-12T15:41:09	taken	106.650758	10.749928		https://commons.wikimedia.org/?curid=134444731	File:Binh Tay market 18.jpg	27103	yes
134444626	Syced	2023-07-12T15:28:41	taken	106.651261	10.749097		https://commons.wikimedia.org/?curid=134444626	File:Binh Tay market 13.jpg	27103	yes
134444594	Syced	2023-07-12T15:27:53	taken	106.651472	10.749108		https://commons.wikimedia.org/?curid=134444594	File:Binh Tay market 11.jpg	27103	yes
